ID,countryCode,year,sex,agefrom,ageto,percentage_no_schooling,percentage_primary_schooling,percentage_primary_schooling_completed,percentage_secondary_schooling,percentage_secondary_schooling_completed,percentage_tertiary_schooling,percentage_tertiary_schooling_completed,yr_sch,region_code,literate_pop,target
ID_52WAM9E,12,1995,MF,25,999,43.01,19.12,7.1,34.64,9.72,3.23,1.55,5.06,Sub-Saharan Africa,567.0,56.984924623115575
ID_52WLH6K,34,1960,MF,15,999,58.79,38.97,21.99,1.99,0.44,0.24,0.13,2.08,Sub-Saharan Africa,816.0,41.19131751640585
ID_52WLZ5Y,331,2005,MF,15,999,0.8,4.58,3.72,77.56,55.03,17.11,10.68,11.59,Europe and Central Asia,1679.0,99.23167848699764
ID_52WMQ7V,44,2000,M,15,999,15.66,69.74,28.98,10.24,2.98,4.36,2.75,5.17,Sub-Saharan Africa,5034.0,84.33573462891607
ID_52WNO6Q,33,1955,MF,25,999,93.96,5.54,0.95,0.4,0.16,0.1,0.06,0.29,Sub-Saharan Africa,51.0,5.978898007033997
ID_52XFX4K,116,1980,MF,15,999,2.0900000000000003,46.3,36.25333333333333,41.59666666666667,18.38,10.01,4.243333333333333,8.54,Advanced Economies,204.0,97.60765550239236
ID_52XJQ7A,117,2005,MF,25,999,0.8,19.12,14.86,48.31,27.64,31.77,21.68,11.73,Advanced Economies,2671.0,99.18306721128852
ID_52XPJ6O,121,1985,MF,25,999,2.2291666666666665,26.727500000000003,23.515833333333333,57.876666666666665,31.11916666666667,13.17,8.525833333333333,9.663333333333332,Advanced Economies,17927.0,97.76941535776616
ID_52XSG9Z,103,1960,M,25,999,20.61,47.26,44.23,25.06,12.35,7.07,4.71,4.9,East Asia and the Pacific,1754.0,79.36651583710407
ID_52XUV7R,144,1965,F,15,999,72.86,15.08,5.73,11.16,4.15,0.9,0.47,1.94,East Asia and the Pacific,6.0,24.0
ID_52XYH7K,30,1970,M,25,999,59.44,39.12,16.31,1.33,0.59,0.12,0.08,1.51,Sub-Saharan Africa,694.0,40.51371862230006
ID_52YKN4J,46,1950,MF,15,999,59.74,39.71,2.73,0.36,0.13,0.19,0.1,1.77,Sub-Saharan Africa,541.0,40.25297619047619
ID_52YOA9A,67,1990,MF,15,999,2.733333333333333,39.04333333333333,26.663333333333338,42.03666666666667,21.76,16.16333333333333,3.26,9.266666666666666,Latin America and the Caribbean,27068.0,97.24098289984192
ID_52YUF5E,50,1970,M,25,999,1.43,39.69,20.37,41.09,16.67,17.79,12.7,8.74,Advanced Economies,5447.0,98.5525601592184
ID_52YUK6Q,107,1995,F,25,999,0.61,45.45,33.55,47.63,29.49,6.31,3.79,7.97,Advanced Economies,2937.0,99.35723951285522
ID_52YYF4B,112,1990,MF,25,999,9.73,41.63,25.29,36.94,20.17,11.44,6.18,7.33,Advanced Economies,33061.0,90.00843973755138
ID_52YZC3B,115,1975,MF,15,999,1.2566666666666668,51.47,47.18,41.34,16.953333333333333,5.933333333333334,4.616666666666667,9.343333333333334,Europe and Central Asia,9979.0,98.73355100425448
ID_52ZCM7O,58,1965,MF,15,999,52.26,41.72,7.15,5.41,3.54,0.61,0.32,2.1,Latin America and the Caribbean,561.0,47.704081632653065
ID_52ZDV3V,94,1990,M,15,999,12.18,30.54,19.02,47.52,23.66,9.76,3.52,8.24,East Asia and the Pacific,5015.0,87.81299247067064
ID_52ZDW1R,70,1950,M,15,999,19.28,57.52,22.62,20.23,9.48,2.99,2.62,4.98,Latin America and the Caribbean,1523.0,80.71012188659247
ID_52ZJT7E,20,1985,MF,25,999,85.29083333333334,7.743333333333335,3.5725,5.490000000000001,1.6358333333333337,1.475,0.9775,1.1783333333333332,Sub-Saharan Africa,1129.0,14.708181344450235
ID_52ZPS1M,59,1975,F,25,999,3.73,84.96,31.32,10.17,4.07,1.14,0.68,4.7,Latin America and the Caribbean,372.0,96.12403100775194
ID_52ZQG1L,128,2005,M,15,999,3.86,44.99,40.14,41.87,22.6,9.28,5.81,7.48,Advanced Economies,24996.0,96.13846153846154
ID_52ZQW4S,342,2000,MF,25,999,7.6,40.2,26.6,42.2,18.2,10.1,6.88,6.52,East Asia and the Pacific,260.0,92.19858156028369
ID_53ADA6U,314,2000,MF,25,999,40.97,38.37,20.6,16.55,3.78,4.12,2.77,3.9,East Asia and the Pacific,1179.0,59.009009009009006
ID_53AEE2D,70,2005,MF,25,999,3.79,28.41,13.33,47.51,30.49,20.3,9.37,9.41,Latin America and the Caribbean,9097.0,96.21364357482814
ID_53AEW4D,53,2005,MF,25,999,14.46,43.6,13.02,26.89,10.91,15.05,3.88,6.69,Latin America and the Caribbean,3890.0,85.53210202286719
ID_53AFR5P,136,2000,M,15,999,1.14,21.15,14.75,68.56,11.97,9.16,5.66,9.36,East Asia and the Pacific,31.0,96.875
ID_53AJJ3L,101,2000,F,15,999,10.4,13.2,8.3,62.4,47.5,14.0,8.02,10.12,South Asia,6426.0,89.5984383714445
ID_53AJP2Q,325,1985,MF,25,999,12.04,25.95,20.84,50.87,34.14,11.13,7.48,7.4,Europe and Central Asia,1892.0,87.9182156133829
ID_53AVU4H,40,1995,MF,25,999,44.17,29.65,9.67,24.14,6.72,2.05,1.68,4.24,Sub-Saharan Africa,178.0,55.625
ID_53AWI3R,73,1975,F,25,999,13.14,74.99,44.01,11.3,4.59,0.57,0.34,5.0,Latin America and the Caribbean,113.0,86.25954198473282
ID_53BHC6B,156,1950,M,25,999,40.54,50.11,38.28,9.06,1.94,0.29,0.2,2.61,Europe and Central Asia,152.0,59.14396887159533
ID_53BLF4K,144,2005,MF,25,999,26.313333333333333,21.453333333333333,13.7425,43.56,23.911666666666665,8.674166666666666,5.8725,7.35,East Asia and the Pacific,288.0,73.46938775510205
ID_53BMI8W,120,1990,MF,25,999,24.195000000000004,33.44833333333333,26.290000000000003,36.939166666666665,25.8825,5.4175,4.5675,7.276666666666666,Middle East and North Africa,339.0,75.66964285714286
ID_53BYY0R,85,1965,F,15,999,84.38,13.82,5.22,1.57,0.1,0.31,0.16,0.65,South Asia,22459.0,15.699336628057347
ID_53CNO7J,62,1980,M,15,999,13.27,47.1,24.21,31.69,14.85,7.83,3.96,6.61,Latin America and the Caribbean,511.0,86.61016949152543
ID_53CNW6N,142,2005,MF,25,999,10.33,36.44,30.72,51.59,17.21,1.64,1.11,7.09,Sub-Saharan Africa,394.0,89.54545454545455
ID_53CPE5N,31,1950,MF,15,999,93.09333333333332,6.386666666666667,2.4466666666666668,0.3833333333333333,0.1066666666666666,0.1366666666666667,0.0466666666666666,0.33,Sub-Saharan Africa,135.0,6.877228731533367
ID_53CXE0Q,77,1980,MF,25,999,7.847500000000001,63.92749999999999,29.478333333333328,21.519166666666667,9.774166666666668,6.708333333333333,3.057500000000001,6.0325,Latin America and the Caribbean,3061.0,92.14328717639977
ID_53DCF1H,30,1950,MF,25,999,94.24,5.65,1.77,0.08,0.03,0.04,0.03,0.2,Sub-Saharan Africa,146.0,5.754828537642886
ID_53DCQ3C,39,1985,MF,15,999,68.38,24.32,16.93,6.73,2.63,0.55,0.3,1.71,Sub-Saharan Africa,4096.0,31.592749710759737
ID_53DGJ0P,131,1975,MF,15,999,1.1866666666666663,5.076666666666667,2.59,69.66666666666667,53.99333333333334,24.070000000000004,9.526666666666666,11.62,Advanced Economies,12090.0,98.80679960771494
ID_53DTS6W,72,1990,F,15,999,18.98,39.89,24.62,30.31,16.15,10.83,4.99,6.76,Latin America and the Caribbean,2544.0,81.01910828025478
ID_53DWO9V,58,1990,MF,25,999,37.27416666666667,48.4475,14.39,11.3975,7.218333333333334,2.8783333333333334,1.9308333333333327,3.505833333333333,Latin America and the Caribbean,2108.0,62.70077334919691
ID_53DXQ6X,54,2000,MF,25,999,25.83,45.11,16.19,19.78,9.36,9.27,6.61,5.73,Latin America and the Caribbean,2011.0,74.15191740412979
ID_53DZU6Q,120,1995,MF,15,999,14.29,23.84,20.32,54.51,40.06,7.36,6.5,9.36,Middle East and North Africa,252.0,85.42372881355932
ID_53EHY3X,128,1955,MF,15,999,68.71,24.636666666666667,11.56,5.766666666666667,2.1866666666666665,0.8799999999999999,0.3333333333333333,1.5566666666666666,Advanced Economies,6009.0,31.280583029672044
ID_53EQT3W,134,1960,MF,25,999,93.30666666666669,6.072499999999999,0.2216666666666666,0.5766666666666668,0.2366666666666666,0.0399999999999999,0.0233333333333333,0.2599999999999999,East Asia and the Pacific,106.0,6.6499372647427855
ID_53EVB3R,16,1995,MF,25,999,81.69,3.77,1.99,12.41,2.82,2.13,1.43,1.8,Sub-Saharan Africa,81.0,18.24324324324324
ID_53EYL9M,314,2000,M,15,999,25.06,42.21,24.9,28.0,5.88,4.73,2.85,5.08,East Asia and the Pacific,1114.0,74.91593813046403
ID_53FBY2B,132,1985,MF,15,999,3.466666666666667,38.766666666666666,18.666666666666668,54.46666666666667,26.936666666666667,3.3666666666666667,1.4166666666666667,8.783333333333333,East Asia and the Pacific,563.0,96.56946826758148
ID_53FBZ1F,78,1960,MF,15,999,33.416666666666664,54.97,29.78,10.433333333333332,2.8166666666666664,1.1766666666666663,0.2933333333333333,2.85,Latin America and the Caribbean,3622.0,66.56864546958279
ID_53FFG8T,13,1960,MF,25,999,93.55416666666667,2.7191666666666667,0.8925000000000001,2.3341666666666665,0.9266666666666664,1.3916666666666666,0.9133333333333336,0.5583333333333332,Middle East and North Africa,1442.0,6.44325290437891
ID_53FGS4U,77,1960,M,15,999,12.44,68.14,22.56,15.18,5.73,4.24,1.68,4.88,Latin America and the Caribbean,798.0,87.5
ID_53FMA3U,85,1960,F,15,999,86.68,12.29,4.24,0.87,0.07,0.16,0.08,0.51,South Asia,17193.0,13.319337170657638
ID_53FNB5B,100,1995,F,25,999,22.32,31.38,15.63,38.53,18.28,7.77,6.21,6.84,East Asia and the Pacific,863.0,77.60791366906474
ID_53FPV2H,74,1975,F,15,999,16.8,65.62,16.45,15.64,6.41,1.93,1.05,4.35,Latin America and the Caribbean,634.0,83.09305373525557
ID_53FVF3B,102,1955,MF,25,999,78.41,19.76,1.83,1.37,0.36,0.47,0.31,0.74,Middle East and North Africa,327.0,21.541501976284582
ID_53FXE3J,15,1985,F,25,999,47.99,29.63,12.99,15.41,7.09,6.96,4.46,4.17,Sub-Saharan Africa,89.0,51.44508670520232
ID_53FXT7V,84,2005,MF,25,999,8.4,21.43,17.66,48.57,29.05,21.6,18.58,10.71,East Asia and the Pacific,4678.0,91.58183241973376
ID_53GJJ4M,314,1960,M,25,999,63.08,34.21,12.35,2.04,0.46,0.68,0.45,1.7,East Asia and the Pacific,156.0,36.79245283018868
ID_53GNS7K,128,1955,MF,25,999,76.42,18.38,9.65,4.25,2.2,0.95,0.62,1.24,Advanced Economies,2336.0,23.576907549454987
ID_53GPW3J,69,1990,MF,25,999,33.873333333333335,50.58166666666667,23.385,10.7825,5.0375000000000005,4.761666666666667,3.513333333333334,3.5675000000000003,Latin America and the Caribbean,89611.0,66.12577112665663
ID_53GUM5H,41,1995,MF,15,999,27.166666666666668,68.33999999999999,49.81333333333333,3.7566666666666655,0.5933333333333333,0.7266666666666666,0.3266666666666666,4.753333333333334,Sub-Saharan Africa,16873.0,72.81947261663286
ID_53GUP2B,6,1970,MF,25,999,90.78666666666663,8.490833333333333,3.2383333333333337,0.6233333333333334,0.26,0.1033333333333333,0.065,0.4950000000000001,Sub-Saharan Africa,231.0,9.195859872611464
ID_53HAK9H,72,1970,F,25,999,39.21,50.37,27.88,9.38,4.55,1.04,0.55,3.48,Latin America and the Caribbean,677.0,60.71748878923767
ID_53HCC6X,107,1975,M,25,999,1.85,36.96,25.56,56.23,37.48,4.96,3.93,9.22,Advanced Economies,2086.0,98.11853245531516
ID_53HOC5B,320,1965,MF,15,999,36.87,42.12,15.96,20.32,6.19,0.7,0.39,3.36,East Asia and the Pacific,13602.0,63.138838601866034
ID_53HRE1T,91,1970,M,15,999,41.77,26.34,16.08,27.32,10.19,4.56,2.97,4.74,Middle East and North Africa,265.0,58.1140350877193
ID_53HVM5G,109,2000,MF,25,999,14.086666666666666,27.36333333333333,18.828333333333333,36.41,27.308333333333334,22.024166666666662,17.37666666666667,8.912500000000001,Middle East and North Africa,835.0,85.72895277207392
ID_53HWO4D,26,2005,MF,15,999,73.21,17.7,7.36,7.77,2.79,1.32,0.68,1.73,Sub-Saharan Africa,1875.0,26.785714285714285
ID_53HZC5U,27,1970,MF,25,999,69.24916666666668,29.99833333333333,10.870833333333335,0.5316666666666668,0.2216666666666666,0.1808333333333333,0.115,1.3158333333333332,Sub-Saharan Africa,299.0,30.698151950718685
ID_53ILO8N,92,1990,F,15,999,12.02,19.64,18.65,57.07,35.51,11.27,6.57,8.92,East Asia and the Pacific,14062.0,87.97547547547548
ID_53IRU6X,21,1995,MF,15,999,26.05,51.21,22.34,19.3,3.23,3.35,1.74,5.26,Sub-Saharan Africa,10803.0,73.85656662336774
ID_53IYI0L,128,1965,M,15,999,43.29,44.68,23.46,10.19,4.11,1.75,1.15,2.89,Advanced Economies,5240.0,56.61192739844425
ID_53JAZ8L,322,1980,MF,15,999,8.433333333333332,52.223333333333336,49.48666666666667,34.67333333333333,21.78333333333333,4.669999999999999,2.123333333333333,8.666666666666666,Europe and Central Asia,3773.0,91.55544770686728
ID_53JEA7V,93,1990,MF,25,999,58.82666666666668,6.520833333333335,1.7924999999999998,24.165,14.639166666666668,10.486666666666666,7.087500000000001,4.2941666666666665,Middle East and North Africa,812.0,41.13475177304964
ID_53JIK3U,30,2000,MF,25,999,84.87916666666668,13.187499999999996,7.053333333333335,1.6475000000000002,0.8866666666666666,0.2858333333333333,0.1974999999999999,0.6875,Sub-Saharan Africa,1952.0,15.12006196746708
ID_53JMR9K,6,1975,M,25,999,77.26,20.3,8.99,2.05,0.96,0.39,0.25,1.32,Sub-Saharan Africa,124.0,22.71062271062271
ID_53JPL0S,16,1970,MF,15,999,91.79666666666668,1.07,0.4066666666666667,6.989999999999999,1.2566666666666666,0.1433333333333333,0.0633333333333333,0.79,Sub-Saharan Africa,28.0,7.954545454545454
ID_53JSK9A,20,2005,MF,25,999,63.308333333333344,21.551666666666662,11.980833333333331,11.378333333333332,3.881666666666666,3.761666666666667,2.5283333333333338,2.876666666666667,Sub-Saharan Africa,4822.0,36.69152336021914
ID_53JWO7B,77,1955,MF,25,999,18.16,69.29,24.75,8.44,3.79,4.02,1.2,4.28,Latin America and the Caribbean,1077.0,81.71471927162368
ID_53KAB2K,15,1995,MF,25,999,40.3,29.9,15.25,21.04,10.94,8.76,5.88,5.22,Sub-Saharan Africa,254.0,59.4847775175644
ID_53KHL9R,316,1950,M,25,999,87.21,6.28,2.2,4.47,2.33,2.03,1.9,0.83,East Asia and the Pacific,18.0,12.5
ID_53KKI8S,50,1960,F,15,999,1.33,41.22,22.65,45.0,20.56,12.44,5.47,8.43,Advanced Economies,5815.0,98.6596538853071
ID_53KQZ4Y,80,1975,M,15,999,45.17,21.24,9.9,27.14,13.83,6.46,3.25,4.42,Middle East and North Africa,50.0,54.34782608695652
ID_53KVJ8E,45,1980,F,15,999,73.73,21.93,2.26,4.15,1.72,0.19,0.09,1.15,Sub-Saharan Africa,2056.0,26.261336058244986
ID_53LAZ2N,117,2000,MF,25,999,5.8675,27.66916666666666,20.066666666666663,44.275,23.746666666666663,22.19,15.127500000000005,10.173333333333332,Advanced Economies,4362.0,94.13034095813552
ID_53LCS0D,45,1950,M,25,999,82.77,16.11,2.86,1.1,0.46,0.02,0.01,0.68,Sub-Saharan Africa,347.0,17.186726102030708
ID_53MHH2C,319,1965,MF,15,999,28.39,27.25,18.33,38.77,17.72,5.6,3.18,5.78,Europe and Central Asia,976.0,71.60674981658107
ID_53MIH8E,17,1955,MF,15,999,82.14333333333333,14.516666666666666,5.91,2.6566666666666667,0.4399999999999999,0.68,0.2633333333333333,0.9666666666666668,Sub-Saharan Africa,811.0,17.843784378437842
ID_53MOC9A,43,2005,F,25,999,44.35,29.54,16.14,19.96,10.41,6.15,4.09,4.59,Middle East and North Africa,1510.0,55.61694290976059
ID_53MOD4E,73,1975,M,25,999,6.45,76.52,45.74,15.1,6.91,1.94,1.29,5.78,Latin America and the Caribbean,115.0,93.4959349593496
ID_53MSE3G,111,2005,MF,25,999,0.42,33.15,25.37,36.39,19.29,30.04,14.96,9.8,Advanced Economies,3669.0,99.56580732700137
ID_53MYL7F,45,1960,MF,25,999,90.8175,8.487499999999997,1.510833333333334,0.6516666666666666,0.2658333333333333,0.0433333333333333,0.03,0.3716666666666666,Sub-Saharan Africa,1045.0,9.17955024595924
ID_53NAM3V,105,1960,MF,15,999,78.77,9.72,3.266666666666666,8.22,5.236666666666666,3.29,1.4633333333333336,1.7766666666666666,Middle East and North Africa,14.0,20.58823529411765
ID_53NBN9Y,316,1990,F,25,999,3.46,28.9,13.87,56.49,33.26,11.14,10.49,7.35,East Asia and the Pacific,412.0,96.48711943793911
ID_53NEI0K,91,1950,MF,25,999,89.08083333333333,7.020833333333333,3.659166666666666,3.3225,1.4008333333333336,0.5775,0.4525,0.7516666666666666,Middle East and North Africa,38.0,10.919540229885058
ID_53NFY4S,102,1960,MF,25,999,76.5,21.3,3.0,1.8,0.44,0.5,0.33,0.86,Middle East and North Africa,396.0,23.543400713436384
ID_53NNX4T,325,1960,M,25,999,27.38,46.47,44.72,21.34,12.44,4.82,3.39,4.51,Europe and Central Asia,485.0,72.60479041916167
ID_53NQL9O,120,1975,MF,15,999,23.886666666666667,20.63,14.623333333333331,49.92,25.96333333333333,5.5633333333333335,3.4133333333333336,7.97,Middle East and North Africa,215.0,75.97173144876325
ID_53NRT2I,38,1950,MF,15,999,50.55,24.09,15.41,22.81,4.87,2.55,0.27,4.03,Sub-Saharan Africa,4155.0,49.446626204926815
ID_53OLC4E,107,1955,F,25,999,2.3,93.94,57.56,3.1,1.34,0.65,0.33,5.92,Advanced Economies,2438.0,97.67628205128206
ID_53OPO9U,122,1995,F,15,999,0.25,29.02,28.8,50.71,26.79,20.02,7.38,10.51,Advanced Economies,1785.0,99.72067039106145
ID_53OTS5I,16,2005,MF,15,999,66.94,5.61,4.45,25.75,4.12,1.7,0.94,3.25,Sub-Saharan Africa,300.0,33.03964757709251
ID_53PLN4P,144,2000,F,25,999,24.3,14.08,10.6,54.57,29.23,7.04,4.69,7.97,East Asia and the Pacific,59.0,74.68354430379746
ID_53PNP4Q,312,1990,MF,15,999,2.1833333333333336,31.42,19.59,61.34,53.70666666666667,5.0633333333333335,2.643333333333333,8.323333333333332,Europe and Central Asia,13657.0,97.82250555117828
ID_53POD7O,331,1985,F,25,999,6.1,34.16,31.58,53.31,24.47,6.44,4.13,9.43,Europe and Central Asia,588.0,93.77990430622008
ID_53PPX9Q,151,1995,MF,25,999,1.2833333333333332,17.69416666666667,12.749166666666666,69.37499999999999,51.005833333333335,11.648333333333332,6.519166666666667,11.898333333333332,Europe and Central Asia,13222.0,98.71584291473796
ID_53PXJ2J,150,1995,F,15,999,3.69,42.38,32.68,37.32,20.36,16.61,9.08,8.76,Europe and Central Asia,3377.0,96.29312802965498
ID_53PYG6A,310,1980,MF,25,999,71.54333333333334,24.33833333333333,7.471666666666667,3.957500000000001,0.7583333333333332,0.1625,0.0983333333333333,1.3983333333333334,East Asia and the Pacific,1439.0,28.438735177865613
ID_53QAJ7J,70,1960,MF,15,999,17.46,56.26,23.75,24.49,10.98,1.88,1.31,5.22,Latin America and the Caribbean,3820.0,82.61245674740485
ID_53QGJ0B,33,1995,M,15,999,50.34,42.84,20.33,6.14,2.71,0.68,0.11,2.98,Sub-Saharan Africa,638.0,49.61119751166407
ID_53QHD6D,68,1985,MF,15,999,24.4,30.98,8.17,36.58,17.56,8.04,3.33,6.38,Latin America and the Caribbean,2621.0,75.5985001442169
ID_53QLZ3P,140,1955,M,25,999,76.98,22.18,0.71,0.71,0.29,0.13,0.09,0.78,Middle East and North Africa,51.0,22.666666666666668
ID_53QQO9G,90,1970,MF,15,999,0.71,50.42,35.68,41.27,20.18,7.59,3.55,7.83,Advanced Economies,78689.0,99.27958617209184
ID_53RAT5A,38,1975,MF,25,999,41.42333333333333,30.11333333333333,8.797500000000001,26.02583333333333,7.825000000000002,2.4391666666666665,0.2983333333333333,4.3758333333333335,Sub-Saharan Africa,11596.0,58.57749040210143
ID_53RCY3R,85,1975,M,25,999,59.2,25.63,10.76,12.6,0.51,2.57,1.69,2.3,South Asia,53808.0,40.79979982257001
ID_53RMF9R,114,2005,F,15,999,4.18,36.88,31.82,38.45,27.56,20.49,18.73,9.59,Advanced Economies,4650.0,95.81702039975274
ID_53RQC5Y,72,1970,MF,15,999,20.91,58.580000000000005,37.72666666666667,17.69,7.793333333333334,2.82,0.6533333333333333,5.123333333333333,Latin America and the Caribbean,3506.0,79.07081641858368
ID_53RUU6H,115,1965,MF,15,999,2.6,83.2,65.1,10.8,3.47,3.3,2.68,7.6,Europe and Central Asia,7580.0,97.2917468874342
ID_53RXI8U,319,2000,MF,15,999,0.55,7.35,5.92,84.5,65.35,7.6,4.1,10.63,Europe and Central Asia,3531.0,99.4367783722895
ID_53RZC3D,144,1955,MF,25,999,72.12083333333334,19.45333333333333,7.002500000000001,7.7008333333333345,2.9758333333333336,0.7208333333333333,0.4791666666666666,1.7241666666666668,East Asia and the Pacific,15.0,26.785714285714285
ID_53SFW4C,314,1980,F,25,999,79.74,18.55,7.73,1.04,0.33,0.67,0.41,0.99,East Asia and the Pacific,124.0,20.12987012987013
ID_53SJT7O,329,1960,MF,25,999,35.48416666666667,53.855,20.516666666666666,9.544166666666666,3.69,1.1141666666666667,0.7475,4.173333333333333,Europe and Central Asia,5695.0,64.51064793837789
ID_53SLZ3D,97,1980,MF,15,999,68.87,11.396666666666668,9.473333333333334,18.343333333333334,10.24,1.47,1.2733333333333332,2.6333333333333333,South Asia,18851.0,31.209231482401243
ID_53SNA8F,82,1990,M,15,999,23.07,66.44,7.91,5.05,2.23,5.44,3.29,2.75,East Asia and the Pacific,9717.0,76.92977594806429
ID_53SNY6U,59,1995,MF,25,999,5.894166666666667,57.80583333333334,26.46583333333333,30.168333333333333,15.808333333333335,6.132500000000001,4.155000000000001,6.66,Latin America and the Caribbean,2183.0,94.09482758620688
ID_53SUQ2D,326,1960,F,15,999,44.41,25.22,8.57,26.67,10.4,3.7,1.95,3.8,Europe and Central Asia,627.0,55.53587245349867
ID_53TBX4C,38,1990,M,15,999,10.78,44.9,17.79,38.62,10.69,5.69,0.58,6.94,Sub-Saharan Africa,9906.0,89.20306168392617
ID_53TDS4U,150,1995,MF,15,999,2.92,42.14,33.97,39.69,21.89,15.25,9.25,8.86,Europe and Central Asia,6605.0,97.07524985302764
ID_53TEU0K,6,1950,F,25,999,99.05,0.83,0.25,0.07,0.02,0.04,0.02,0.05,Sub-Saharan Africa,4.0,0.7575757575757576
ID_53TGT6J,26,1975,MF,25,999,95.4,3.8,0.8,0.6,0.25,0.2,0.13,0.23,Sub-Saharan Africa,101.0,4.576347983688264
ID_53TKQ9B,140,1985,F,15,999,55.59,23.39,9.41,16.59,9.64,4.41,2.28,3.43,Middle East and North Africa,411.0,44.336569579288025
ID_53TOT5P,91,1955,MF,15,999,76.13,13.13,7.35,10.07,4.54,0.66,0.42,1.76,Middle East and North Africa,86.0,23.691460055096417
ID_53TQC4T,57,1955,M,15,999,85.27,10.56,1.99,3.81,2.09,0.35,0.28,0.86,Latin America and the Caribbean,153.0,14.697406340057636
ID_53TSD9E,72,1960,F,25,999,43.4,49.6,13.2,6.5,3.09,0.5,0.28,2.64,Latin America and the Caribbean,499.0,56.5118912797282
ID_53TTY9T,129,1990,F,15,999,1.61,38.97,28.5,45.7,6.64,13.73,7.47,9.06,Advanced Economies,23724.0,98.39900456242223
ID_53TUQ7K,39,1970,M,15,999,70.48,25.76,10.08,2.6,1.14,1.24,0.62,1.16,Sub-Saharan Africa,1196.0,29.58931222167244
ID_53TXD2I,190,2005,M,15,999,4.28,6.24,5.26,67.95,51.56,21.52,15.05,11.92,Advanced Economies,32845.0,95.70779182936069
ID_53UCY4R,342,1955,F,15,999,37.86,52.78,31.04,8.72,2.54,0.64,0.34,2.87,East Asia and the Pacific,36.0,62.06896551724138
ID_53UEE3Y,119,1990,F,15,999,2.2,46.79,33.22,41.8,21.12,9.21,5.22,8.42,Advanced Economies,154.0,97.46835443037976
ID_53UOS0B,67,2005,MF,25,999,1.08,42.54,34.98,42.69,26.79,13.68,3.95,9.26,Latin America and the Caribbean,21666.0,98.90892490299018
ID_53UOU4T,42,1970,M,25,999,82.4,15.77,6.31,1.52,0.38,0.32,0.22,0.88,Sub-Saharan Africa,66.0,17.46031746031746
ID_53VMA3W,100,1990,MF,15,999,10.24,49.75,26.31,36.68,9.52,3.33,2.6,6.66,East Asia and the Pacific,2125.0,89.73817567567568
ID_53VNB6O,95,1960,M,15,999,96.82,1.0,0.38,1.92,0.45,0.28,0.15,0.24,South Asia,94.0,3.1692515171948754
ID_53VQI1V,141,1990,MF,15,999,24.1,39.1,17.13,34.37,18.77,2.43,1.29,6.15,Sub-Saharan Africa,595.0,75.89285714285714
ID_53WDB8L,104,1965,F,25,999,50.93,46.15,14.05,2.4,0.8,0.52,0.33,1.46,East Asia and the Pacific,2863.0,49.06598114824336
ID_53WDQ5E,136,1960,M,25,999,12.62,42.76,24.01,41.65,4.36,2.97,2.11,6.71,East Asia and the Pacific,10.0,83.33333333333333
ID_53WIC0C,310,2000,MF,25,999,37.32,52.07,16.46,10.12,2.52,0.5,0.33,3.22,East Asia and the Pacific,3173.0,62.67035354532886
ID_53WLY2Y,132,2005,F,15,999,4.2,30.8,18.0,54.5,31.2,10.5,5.97,9.32,East Asia and the Pacific,273.0,95.78947368421052
ID_53WRC1D,69,1950,MF,25,999,65.3,29.8,13.9,4.0,3.0,0.9,0.72,1.96,Latin America and the Caribbean,7329.0,34.6984187103494
ID_53WXT7Q,308,1965,MF,25,999,3.77,28.78,23.0,55.0,37.86,12.45,8.11,8.1,Europe and Central Asia,962.0,96.2
ID_53XAJ8U,329,2005,F,25,999,5.95,26.96,20.65,53.91,32.24,13.18,8.73,9.67,Europe and Central Asia,3376.0,94.03899721448468
ID_53XEW8D,65,2005,M,15,999,1.26,34.61,31.74,57.22,35.56,6.92,4.69,9.99,Latin America and the Caribbean,497.0,98.61111111111111
ID_53XRF2T,61,1960,F,15,999,62.35,34.36,8.96,2.99,1.61,0.31,0.22,1.64,Latin America and the Caribbean,162.0,37.5
ID_53XRP9O,312,1975,M,25,999,11.77,46.17,19.57,31.24,26.47,10.81,7.21,6.21,Europe and Central Asia,2523.0,88.18594896889199
ID_53XWC9S,3,1980,MF,15,999,74.22000000000001,14.83,8.236666666666666,10.73,3.06,0.26,0.11,1.8966666666666665,Sub-Saharan Africa,710.0,25.818181818181817
ID_53YCE6X,26,1995,MF,15,999,81.16,15.16,5.29,3.04,1.11,0.64,0.33,1.01,Sub-Saharan Africa,991.0,18.82956488694661
ID_53YKF9Y,90,1955,F,25,999,6.12,66.75,41.53,25.23,6.09,1.9,0.36,5.8,Advanced Economies,20985.0,93.87581640869644
ID_53YVR4R,38,1970,MF,15,999,37.78,31.06,7.16,28.09,6.66,3.11,0.33,4.61,Sub-Saharan Africa,8115.0,62.25546605293441
ID_53YYV7W,155,2005,F,15,999,10.28,15.31,10.04,62.0,31.25,12.42,8.51,9.4,Latin America and the Caribbean,4107.0,89.71166448230669
ID_53YZL9S,80,1960,F,25,999,93.69,2.29,1.19,2.93,1.56,1.08,0.88,0.54,Middle East and North Africa,1.0,3.8461538461538463
ID_53ZDZ0O,112,1960,MF,15,999,0.3,89.8,33.28,7.72,2.86,2.24,1.32,4.2,Advanced Economies,33556.0,99.7591937449832
